iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,rolling_immunity
BRA,South America,Brazil,2020-04-04,10360.0,1304.0,922.286,445.0,86.0,47.714,48.413,6.094,4.31,2.08,0.402,0.223,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.00020302024116711126
BRA,South America,Brazil,2020-04-05,11130.0,770.0,982.0,486.0,41.0,50.0,52.011,3.598,4.589,2.271,0.192,0.234,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.0002210244274626051
BRA,South America,Brazil,2020-04-06,12161.0,1031.0,1083.143,564.0,78.0,57.857,56.829,4.818,5.062,2.636,0.364,0.27,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.0002562124218460405
BRA,South America,Brazil,2020-04-07,14034.0,1873.0,1188.143,686.0,122.0,69.286,65.581,8.753,5.552,3.206,0.57,0.324,1.76,,,,,,,,,,62985.0,0.294,,,,,,tests performed,,,,,,,,,,,,74.54,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.0003117592956713307
BRA,South America,Brazil,2020-04-08,16170.0,2136.0,1333.429,819.0,133.0,82.714,75.563,9.982,6.231,3.827,0.622,0.387,1.72,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,74.54,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.00037212978566634363
BRA,South America,Brazil,2020-04-09,18092.0,1922.0,1435.429,950.0,131.0,89.429,84.545,8.982,6.708,4.439,0.612,0.418,1.68,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,74.54,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.000431220381812232
BRA,South America,Brazil,2020-04-10,19638.0,1546.0,1511.714,1057.0,107.0,99.714,91.769,7.225,7.064,4.939,0.5,0.466,1.64,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,74.54,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.00047875558744604486
BRA,South America,Brazil,2020-04-11,20727.0,1089.0,1481.0,1124.0,67.0,97.0,96.858,5.089,6.921,5.252,0.313,0.453,1.62,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,74.54,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.0005073208450969922
BRA,South America,Brazil,2020-04-12,22192.0,1465.0,1580.286,1223.0,99.0,105.286,103.704,6.846,7.385,5.715,0.463,0.492,1.6,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,74.54,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.0005506658911517241
BRA,South America,Brazil,2020-04-13,23430.0,1238.0,1609.857,1328.0,105.0,109.143,109.489,5.785,7.523,6.206,0.491,0.51,1.58,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,74.54,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.000596557744236864
BRA,South America,Brazil,2020-04-14,25262.0,1832.0,1604.0,1532.0,204.0,120.857,118.05,8.561,7.496,7.159,0.953,0.565,1.56,,,,,,,,,,,,,5345.0,0.025,,,tests performed,,,,,,,,,,,,74.54,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.0006884401034827355
BRA,South America,Brazil,2020-04-15,28320.0,3058.0,1735.714,1736.0,204.0,131.0,132.341,14.29,8.111,8.112,0.953,0.612,1.56,,,,,,,,,,,,,5345.0,0.025,,,tests performed,,,,,,,,,,,,74.54,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.0007797928514806935
BRA,South America,Brazil,2020-04-16,30425.0,2105.0,1761.857,1924.0,188.0,139.143,142.177,9.837,8.233,8.991,0.879,0.65,1.54,,,,,,,,,,,,,5345.0,0.025,,,tests performed,,,,,,,,,,,,74.54,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.0008631391235543111
BRA,South America,Brazil,2020-04-17,33682.0,3257.0,2006.286,2141.0,217.0,154.857,157.397,15.22,9.375,10.005,1.014,0.724,1.54,,,,,,,,,,,,,5345.0,0.025,,,tests performed,,,,,,,,,,,,74.54,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.0009595491397431298
BRA,South America,Brazil,2020-04-18,36658.0,2976.0,2275.857,2354.0,213.0,175.714,171.304,13.907,10.635,11.0,0.995,0.821,1.53,,,,,,,,,,,,,5345.0,0.025,,,tests performed,,,,,,,,,,,,74.54,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.0010535265787785417
BRA,South America,Brazil,2020-04-19,38654.0,1996.0,2351.714,2462.0,108.0,177.0,180.632,9.327,10.99,11.505,0.505,0.827,1.52,,,,,,,,,,,,,5345.0,0.025,,,tests performed,,,,,,,,,,,,74.54,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.0010978841169248734
BRA,South America,Brazil,2020-04-20,40743.0,2089.0,2473.286,2587.0,125.0,179.857,190.394,9.762,11.558,12.089,0.584,0.84,1.5,,,,,,,,,,132467.0,0.619,,5345.0,0.025,,,tests performed,,,,,,,,,,,,74.54,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.001149905441364543
BRA,South America,Brazil,2020-04-21,43079.0,2336.0,2545.286,2741.0,154.0,172.714,201.31,10.916,11.894,12.809,0.72,0.807,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.0012151540663342107
BRA,South America,Brazil,2020-04-22,45757.0,2678.0,2491.0,2906.0,165.0,167.143,213.824,12.514,11.641,13.58,0.771,0.781,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.0012851432311994195
BRA,South America,Brazil,2020-04-23,50036.0,4279.0,2801.571,3331.0,425.0,201.0,233.82,19.996,13.092,15.566,1.986,0.939,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.001476203085017815
BRA,South America,Brazil,2020-04-24,54043.0,4007.0,2908.714,3704.0,373.0,223.286,252.545,18.725,13.593,17.309,1.743,1.043,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.0016418597718713362
BRA,South America,Brazil,2020-04-25,59324.0,5281.0,3238.0,4057.0,353.0,243.286,277.223,24.678,15.131,18.959,1.65,1.137,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.0017972020200583833
BRA,South America,Brazil,2020-04-26,63100.0,3776.0,3492.286,4286.0,229.0,260.571,294.869,17.645,16.32,20.029,1.07,1.218,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.0018936821318535444
BRA,South America,Brazil,2020-04-27,67446.0,4346.0,3814.714,4603.0,317.0,288.0,315.178,20.309,17.826,21.51,1.481,1.346,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.002030690484781935
BRA,South America,Brazil,2020-04-28,73235.0,5789.0,4308.0,5083.0,480.0,334.571,342.23,27.052,20.131,23.753,2.243,1.563,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.002243046422260308
BRA,South America,Brazil,2020-04-29,79685.0,6450.0,4846.857,5513.0,430.0,372.429,372.371,30.141,22.65,25.762,2.009,1.74,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.002430791013512108
BRA,South America,Brazil,2020-04-30,87187.0,7502.0,5307.286,6006.0,493.0,382.143,407.428,35.057,24.801,28.066,2.304,1.786,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,27364.4,6.24,11.48,0.0026468594219930097
BRA,South America,Brazil,2020-05-01,92202.0,5015.0,5451.286,6412.0,406.0,386.857,430.864,23.435,25.474,29.964,1.897,1.808,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.002820992484946718
BRA,South America,Brazil,2020-05-02,97100.0,4898.0,5396.571,6761.0,349.0,386.286,453.752,22.889,25.218,31.594,1.631,1.805,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.002967435187261964
BRA,South America,Brazil,2020-05-03,101826.0,4726.0,5532.286,7051.0,290.0,395.0,475.837,22.085,25.853,32.95,1.355,1.846,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.0030854009004675793
BRA,South America,Brazil,2020-05-04,108620.0,6794.0,5882.0,7367.0,316.0,394.857,507.586,31.749,27.487,34.426,1.477,1.845,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.0032147636400376082
BRA,South America,Brazil,2020-05-05,115455.0,6835.0,6031.429,7938.0,571.0,407.857,539.526,31.94,28.185,37.095,2.668,1.906,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.0034624685321806453
BRA,South America,Brazil,2020-05-06,126611.0,11156.0,6703.714,8588.0,650.0,439.286,591.658,52.132,31.327,40.132,3.037,2.053,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.003745608051396097
BRA,South America,Brazil,2020-05-07,135773.0,9162.0,6940.857,9190.0,602.0,454.857,634.473,42.814,32.435,42.945,2.813,2.126,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.0040046294897629325
BRA,South America,Brazil,2020-05-08,146894.0,11121.0,7813.143,10017.0,827.0,515.0,686.442,51.969,36.511,46.81,3.865,2.407,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,213993441.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,,,,0.004367231465233967
